"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Monaco","MCO","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1036733","1046331","1070745","1093214","1129876","1146304","1166357","1160194","1187974","1205458","1205154","1193492","1179498","1171288","1162910","1139254","1109921","1080264","1049141","1017232","996877","1013472","978306","996525","993101","1052863","1009773","982034","880485","930454","873501",
"Madagascar","MDG","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5466665","5633082","5807978","5992935","6187593","6391416","6590955","6802155","7022501","7251955","7491550","7725950","7979405","8237010","8506277","8782565","9136181","9494919","9863418","10244689","10637892","10957663","11286697","11611877","11931236","12238652","12619476","13009244","13408239","13818212","13850442",
"Maldives","MDV","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57942","59893","61952","64168","66553","69170","72606","76305","80360","84969","90255","95154","100776","106957","113403","119919","125967","132164","138887","146640","159676","175306","192852","212000","232100","244280","254831","270802","285624","297757","294396",
"Middle East & North Africa","MEA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69327695","71505762","72897025","75327553","78035904","80805112","82794720","85140027","87476640","91001121","94029832","96758032","99604700","103352531","107125417","111024448","114074681","117756193","120129894","124278569","127987338","131062762","134313449","137756127","139895929","142713289","146083638","147970904","149585663","152425651","149109265",
"Mexico","MEX","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29868956","30775439","31945253","33159564","33896424","34590852","35479562","37200557","37920494","38278820","38989194","39451526","39990359","41048907","42274652","43772747","45215867","46262334","47054559","48003205","48835133","49848252","51365736","52135926","52543348","53579106","54395105","55135552","56255842","57839046","53978977",
"Marshall Islands","MHL","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1725207626","1756996794","1793436317","1827295733","1866442620","1899934760","1935237336","1969434038","2002366396","2040518956","2076893867","2105644556","2138063944","2173357976","2211527870","2245137632","2270497678","2299427750","2322717655","2347640794","2368613859","2392987008","2418198666","2442303088","2465431369","2491626904","2514319481","2540639576","2565175306","2592384241","2516197423",
"North Macedonia","MKD","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","802703","806769","809789","813555","812844","813468","817498","817703","820016","822269","833215","844453","845627","859520","868088","876517","883571","898292","915388","928395","938503","941795","940026","953765","959255","955837","948275","953642","956776","963271","892399",
"Mali","MLI","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3135356","3194165","3272772","3359808","3452833","3551754","3642056","3740139","3843395","3954578","4076718","4194411","4327021","4464959","4615144","4771757","4923686","5086980","5257009","5430321","5606099","5765383","5932946","6104253","6280110","6450272","6587696","6729926","6949225","7179722","7384320",
"Malta","MLT","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","136304","139897","141648","143274","144636","145785","148111","150078","152016","154088","156006","159292","160246","161252","158489","160881","163303","167380","169728","172299","176149","180330","186736","194975","202533","208235","215527","223541","236718","249860","261997",
"Myanmar","MMR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19297024","19726948","20046461","20385112","20724118","21088985","21470965","21873605","22275803","22606067","22871644","23079228","23255094","23383079","23485943","23564746","23600716","23641930","23705068","23772453","23864816","24088506","24299028","24503849","24711693","24926254","24612921","24285867","24691818","24188088","22951469",
"Middle East & North Africa (excluding high income)","MNA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59434171","61228086","63086326","65137273","67501261","69208995","70977775","73049334","75061639","78164786","80568511","82792716","85087363","88107056","90991049","93812455","95580322","97755357","98541272","101082622","103090443","104771169","106631041","108862604","109899932","111568694","114119849","115386443","116483299","118579057","115214239",
"Montenegro","MNE","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","228724","231677","233950","235148","235905","235895","235200","235038","234143","234792","234186","234944","235803","236748","237054","237459","238296","239453","240882","241537","242460","242930","249988","250767","262644","268037","271031","271388","277006","282668","271654",
"Mongolia","MNG","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","738451","762441","787435","808008","824498","837945","858878","877360","896281","917091","941722","965583","990440","1015380","1037913","1062964","1086567","1108268","1130507","1153169","1171508","1210128","1215683","1243098","1268990","1287070","1278748","1306766","1334951","1405185","1422476",
"Northern Mariana Islands","MNP","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5895345","6096864","6361546","6656394","6956490","7239000","7445494","7637049","7888939","8134914","8385476","8617791","8858967","9105918","9320340","9537650","9720446","9912594","10113187","10317479","10525096","10733467","10945404","11161628","11389892","11628996","11990198","12372018","12771958","13188550","13310127",
"Mauritania","MRT","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","573037","588043","603648","618847","636339","651700","668438","688190","707030","726510","749317","765126","782328","800445","819340","838788","857863","878657","900121","922747","946003","969237","993590","1025110","1057649","1091207","1123925","1157889","1196744","1234266","1249658",
"Mauritius","MUS","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","451129","459132","467006","473746","481704","487645","491541","498394","505533","513700","519719","525758","529542","532242","534583","544373","547146","545323","551787","557209","569301","566492","573745","588465","595863","603775","600960","608121","605789","606150","593317",
"Malawi","MWI","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4049699","4118106","4153058","4161258","4181080","4214571","4271545","4356206","4458262","4569192","4682846","4778674","4880936","4991329","5110448","5239920","5382255","5533340","5693567","5865211","6049906","6241754","6451308","6674000","6887340","7106034","7333108","7562261","7798329","8040477","8205369",
"Malaysia","MYS","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7085842","7297079","7507351","7715590","7930325","8153108","8395719","8655651","8982169","9263640","9538842","9801296","10062825","10339409","10623366","10923974","11178607","11444489","11635135","11983964","12267636","12826886","13338673","13944247","14286287","14617015","14858273","15154996","15523126","15780716","15904215",
"North America","NAC","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","142612959","143449289","145578652","147065054","149688955","151727815","153763661","156459139","158458491","160715218","162928777","164159095","165480542","166493439","167764078","169766749","171838713","173493756","175595349","175831329","175827419","176050027","177920063","178262411","179145820","180334857","182506980","184492554","185901305","188073037","185620978",
"Namibia","NAM","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","444386","458770","472823","487626","501955","508890","514410","520428","536825","553766","571215","587796","604638","621894","639606","657741","678892","699616","720204","741195","762913","782546","803615","860802","875287","885843","897023","904577","911484","934580","942826",
"New Caledonia","NCL","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74352","77445","80859","84341","87685","90334","92735","94861","96963","98798","100608","102555","104650","106617","108494","110438","112998","115466","117962","120146","122309","124060","126138","128332","130477","130919","131335","131875","132445","132975","132164",
"Niger","NER","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3273162","3378626","3494446","3620762","3754764","3895814","4030132","4172881","4319740","4477406","4642112","4793833","4958185","5133767","5319077","5508727","5688662","5883042","6088949","6312765","6547945","6788470","6861470","6917202","6948519","7225638","7502896","7799069","8108892","8435887","8749634",
"Nigeria","NGA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32063706","32867042","33665896","34567536","35509739","36476502","37359834","38306242","39308944","40378165","41439754","42444294","43376700","44463288","45568178","46768185","47945348","49185874","50482323","51791905","53143752","54535983","53686203","52794910","53696560","54557234","55285972","57856159","60517054","63226720","62242961",
"Nicaragua","NIC","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1360338","1404455","1439574","1475090","1512714","1551777","1614864","1680106","1747247","1813975","1888621","1946511","2002396","2057741","2112916","2168591","2226978","2295746","2365115","2433951","2501796","2571029","2640117","2708605","2775820","2834683","2894845","2953738","3007338","3060596","3028201",
"Netherlands","NLD","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6912144","7021410","7111980","7183773","7304705","7374358","7471237","7668302","7811143","7963024","8159405","8307658","8443411","8481867","8539309","8387242","8433281","8607164","8767595","8853313","8829489","8849590","8961065","8987420","8966340","9034853","9051471","9110882","9228664","9374012","9387604",
"Norway","NOR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2149570","2136831","2144381","2146121","2171444","2216096","2268586","2329887","2375965","2380738","2405139","2416453","2438371","2408488","2422629","2431748","2466274","2523507","2599068","2598938","2607569","2626211","2671168","2697989","2722790","2762116","2769635","2763116","2799958","2829759","2836708",
"Nepal","NPL","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9369467","9626481","9915285","10226379","10549176","10870895","11137029","11395766","11647635","11899225","12125243","12350233","12573402","12791483","13005417","13213346","13474859","13718575","13936978","14147576","14324201","14401994","14457641","14518876","14615903","14769171","15150252","15596270","16094061","16612859","16017418",
"Nauru","NRU","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1621426","1702785","1709691","1727992","1773527","1816916","1868492","1888349","1894205","1909785","1928976","1966107","2027956","2065767","2121367","2178496","2230155","2265541","2286669","2302464","2324737","2353326","2362367","2393523","2468222","2520970","2620842","2708657","2756619","2787494","2848217",
"OECD members","OED","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","516444109","523001698","527925444","530758191","537725136","542577219","548478639","555784649","561008498","566715084","571448604","575346154","580573626","585893580","590698242","598534950","604949990","611287907","618681325","623226413","627065539","630329728","637175924","641679198","646705627","652599497","659795757","666625153","673583558","680138107","667773706",
"Oman","OMN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","558498","605498","657751","712885","764671","806932","805381","796793","788226","785036","786265","801576","828911","865690","903576","946866","1008261","1080038","1166137","1272484","1402178","1562423","1751255","1955980","2159713","2349278","2483034","2567370","2590634","2680161","2678187",
"Other small states","OSS","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6609775","6757929","6894405","7023274","7160502","7294239","7410620","7551374","7703684","7877961","8049090","8234843","8410189","8650537","8889635","9177008","9552332","9964815","10418396","10863071","11254628","11616651","11987275","12402323","12743046","13099240","13398783","13725301","14061617","14393810","14433871",
"Pakistan","PAK","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31101125","31862505","32677406","33217065","34393807","34623035","36115366","37758401","38979870","40512711","42189251","43335073","44602003","46385761","48262402","49363774","50433633","51945098","53495401","55582917","57628027","59218092","61250372","63321345","64831369","67750893","69174844","70599963","72039851","73855153","72334842",
"Panama","PAN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","929087","959717","1003845","1048934","1084222","1133046","1163883","1194573","1227133","1259522","1297258","1334332","1372895","1412120","1455626","1495523","1508686","1554943","1627029","1635462","1639800","1641807","1727014","1787725","1813498","1858188","1910908","1937211","2029890","2092546","1985726",
"Peru","PER","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7823509","8048550","8432848","8824280","9223964","9749470","10286160","10841383","11249714","11713687","11692073","12499022","13077927","13429469","13975001","13759131","14527741","15183486","15399987","15692704","16046725","16167033","16369958","16498668","16586669","16615223","17008002","17847718","18411999","18920065","16181966",
"Philippines","PHL","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22746361","23485491","24248388","24966274","25632674","26347806","27007916","27708748","28535047","29254194","29997563","30709971","31395613","31892849","32728949","33627928","34562187","35435880","36364918","37591310","38574079","39896838","40486054","41186690","42520248","43017633","43917347","43008404","43868087","45122827","43719193",
"Palau","PLW","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1951900","1994170","2027640","2052063","2102501","2177620","2226638","2306971","2389132","2456894","2535850","2521825","2502095","2476525","2446620","2412805","2375658","2334501","2287923","2235477","2177180","2236420","2289075","2344651","2377921","2420754","2476429","2534828","2606723","2661625","2710350",
"Poland","POL","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17510468","17696967","17758831","17715804","17574711","17392459","17333993","17195607","17231913","17165571","17320798","17574130","17378966","17299224","17266918","17529693","17325512","17329146","17563323","17831377","18036276","18103432","18227655","18269724","18388510","18315209","18378290","18444328","18390676","18318734","18204932",
"Pre-demographic dividend","PRE","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","152705750","157168383","161931947","167028764","172243166","177476016","182254654","187115399","192211564","197577670","203048194","208431187","214110711","220197575","226480292","232916338","239300008","245732953","252210673","258891500","265816399","273157932","278395350","284452750","292473635","301145013","310008877","320188190","331373990","342860674","344298295",
"Puerto Rico","PRI","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1148858","1186579","1198528","1254765","1259718","1264708","1309962","1354338","1368653","1378261","1349980","1366497","1381424","1388208","1389152","1404091","1411470","1387519","1356507","1336418","1317697","1287965","1257549","1227653","1191204","1153329","1136013","1111207","1067067","1064401","1020928",
"Korea, Dem. People's Rep.","PRK","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12006626","12326418","12601280","12815966","13010261","13217110","13375148","13550632","13713115","13847499","13991192","14131181","14268829","14401242","14536309","14672653","14805511","14951007","15091389","15244412","15390621","15541985","15676672","15806565","15937833","16081925","16191351","16330630","16471502","16567356","16371651",
"Portugal","PRT","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4757981","4886531","4750057","4767854","4812558","4820358","4882785","4978117","5127648","5183785","5252469","5358185","5444628","5469569","5451962","5505954","5532331","5553304","5547731","5492080","5489663","5431231","5388428","5296912","5240929","5216570","5203952","5248383","5267812","5288733","5190690",
"Paraguay","PRY","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1706004","1756695","1805155","1860614","1918883","1975335","2033047","2092285","2153047","2216051","2281459","2346261","2413809","2443589","2634760","2662793","2640529","2745504","2804498","2916826","2892081","2964089","3164913","3187573","3175765","3240373","3337985","3406585","3534862","3625051","3562864",
"West Bank and Gaza","PSE","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","418165","436722","455271","476201","499121","521512","547270","568917","580117","595352","622277","584407","591293","658665","671885","702777","727526","777108","793162","824064","862798","923030","962609","997690","1038963","1120656","1150558","1189979","1214011","1275969","1266283",
"Pacific island small states","PSS","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","543787","556789","568560","582356","595552","608287","619102","629391","639247","649067","659403","675034","689583","702354","715597","729287","746814","765302","784726","806112","825408","841694","845946","849354","852321","859536","868897","881729","896145","912173","917188",
"Post-demographic dividend","PST","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","466175772","470676777","473780068","475926568","480736935","484316404","488321856","492926139","495730343","499636109","503949485","505744447","509612753","513040497","516427667","521429434","526335995","531002561","535883859","537109026","537938235","538118598","541707221","544153336","546646803","549741631","554130816","558150829","562126263","565987535","559533315",
"French Polynesia","PYF","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76074","77666","79560","81589","83597","85694","88244","90421","92492","94534","96567","98508","100542","102394","104078","105565","107038","108276","109790","111145","112325","113514","114654","115488","116016","116216","116833","117081","117144","117304","115859",
"Qatar","QAT","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","276214","283512","287357","291638","295523","299968","304362","308119","316291","327109","339025","357458","377999","409959","460790","543756","674467","843580","1033286","1227577","1413346","1536256","1651719","1758740","1859066","1952289","2004466","2046232","2085153","2124262","2146738",
"Romania","ROU","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12155989","12192063","12265528","12293407","12304758","12279833","11923590","11976446","11812222","11821354","11759446","11398822","10266955","9965958","9905676","9603716","9752730","9570877","9347339","9224754","9368823","9179951","9226931","9184433","9210744","9114394","8951574","9109297","9055051","9016354","8967558",
"Russian Federation","RUS","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75880002","75746985","75761462","73935344","71995897","71660095","70897544","69592688","68860327","72934201","73312711","72007908","72965302","72845411","73570474","74140576","74432744","75462934","76004240","76014194","75880788","76029233","75820113","75450405","75248203","75016901","74937520","74182813","73825997","72674670","71903592",
"Rwanda","RWA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3360296","3300162","3171437","3028915","2945589","2939305","3021105","3196110","3413952","3617953","3782154","3933742","4045336","4135563","4224948","4325676","4440289","4563108","4691967","4824224","4958770","5089202","5226213","5368369","5512954","5668121","5836813","6008207","6179087","6354567","6296625",
"South Asia","SAS","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","402302430","411720226","421648401","432064660","443554174","453391553","464330631","475677070","487300945","498822419","510786313","523558876","536918687","551081360","565413230","579189486","584486887","590188803","595800124","602039440","607991981","611861877","616316140","624648260","631951765","640816264","648192776","657710503","664285220","675447781","647150409",
"Saudi Arabia","SAU","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5028454","5154222","5306551","5410113","5500557","5584939","5668143","5765115","5878024","6025824","6358516","6571827","6850760","7198758","7571126","7953098","8298908","8645078","8980039","9320115","9882982","10563652","11305894","11980178","12556105","13187034","13608239","13839632","14020758","14387604","14455587",
"Sudan","SDN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5477536","5738580","6021379","6315959","6614822","6911165","7151383","7321937","7488129","7657608","7835718","8025488","8225270","8429752","8636671","8840518","9018260","9189453","9360821","9539898","9730104","9953715","10198529","10475766","10772723","11075686","11384737","11707530","12061094","12434007","12385724",
"Senegal","SEN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2146648","2211292","2279287","2348476","2419079","2484853","2545821","2605796","2663161","2722537","2787758","2856190","2932757","3007439","3086417","3168694","3257568","3311140","3364691","3419520","3474415","3529083","3584979","3643787","3702754","3762682","3878095","3996433","4122266","4252308","4255422",
"Singapore","SGP","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1500047","1559686","1621481","1676965","1746807","1819602","1910336","1993115","2071237","2106359","2161331","2229754","2228266","2202865","2238476","2317666","2432403","2582913","2790730","2903227","3005326","3090172","3207409","3272484","3363936","3451804","3496341","3497085","3493603","3525665","3472519",
"Solomon Islands","SLB","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","141714","146466","151140","156734","162076","167576","173541","179992","186307","192987","201276","208586","215334","221278","227371","233441","239202","244930","250727","257953","264085","270234","277486","285149","293212","301549","309640","318214","327090","336210","345313",
"Sierra Leone","SLE","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1553356","1557654","1562272","1551885","1543936","1544021","1543545","1553173","1569253","1599462","1640705","1705299","1773281","1856594","1989005","2048942","2090914","2125711","2156092","2185722","2217904","2246033","2276959","2309333","2342290","2424126","2485141","2549249","2615235","2681078","2717263",
"El Salvador","SLV","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1922047","1969964","2018652","2091116","2158813","2170862","2152490","2174341","2269073","2286202","2291666","2298088","2302610","2384404","2359488","2404448","2457635","2511381","2539622","2568055","2533394","2562007","2628801","2684337","2666330","2665790","2729499","2743376","2757134","2790598","2496445",
"San Marino","SMR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2047341","2045885","2044318","2043375","2055485","2072251","2100492","2145864","2200658","2261083","2325434","2378776","2440898","2509293","2580798","2653989","2712492","2769756","2830020","2898324","2977339","3050433","3138116","3236180","3340679","3450717","3568277","3689941","3817325","3953141","4065294",
"Serbia","SRB","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3411156","3477496","3536654","3567158","3580447","3509809","3489091","3456544","3435260","3470671","3433613","3404135","3382750","3365515","3336760","3317483","3294831","3290084","3237792","3141208","3064360","3048420","3068095","3111458","3122788","3096774","3191848","3219038","3242002","3240312","3167119",
"Sub-Saharan Africa (excluding high income)","SSA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","194692134","200203345","205974083","212010936","218251840","224775215","230887535","237246319","243877446","250748895","257827346","264548106","271513885","278898981","286531305","294377211","302270131","310384293","318666302","326552770","334693177","343717142","350805472","358686247","368233489","379027709","389727857","402340616","415312031","428800557","428466600",
"South Sudan","SSD","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2270064","2235521","2186870","2138859","2108582","2107867","2148419","2224532","2325368","2435390","2544255","2643066","2741739","2845994","2963673","3099748","3254105","3424392","3601192","3774340","3935495","4072130","4194850","4302835","4396431","4476851","4536026","4580956","4621388","4671395","4581565",
"Sub-Saharan Africa","SSF","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","194692134","200203345","205974083","212010936","218251840","224775215","230887535","237246319","243877446","250748895","257827346","264548106","271513885","278898981","286531305","294377211","302270131","310384293","318666302","326552770","334693177","343717142","350805472","358686247","368233489","379027709","389727857","402340616","415312031","428800557","428466600",
"Small states","SST","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9576298","9776386","9964255","10143822","10335345","10511162","10665994","10839617","11021677","11230401","11434503","11661601","11877541","12169237","12467151","12810760","13239325","13702773","14209111","14701084","15134850","15539199","15955141","16439790","16821679","17224115","17594528","17981305","18345569","18736553","18645882",
"Sao Tome and Principe","STP","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34861","35740","36520","37268","38021","38834","39635","40519","41501","42562","43678","44751","45862","46981","48212","49544","51510","53684","55869","58014","59931","61477","62840","64047","65195","66411","67724","69063","70452","71873","70664",
"Suriname","SUR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","129831","133292","136287","138855","141478","144097","147013","150054","153140","156324","159722","162545","165407","168437","171615","174779","178208","181828","185525","189188","192862","196485","199922","203227","206401","209333","211735","214449","217128","219507","207832",
"Slovak Republic","SVK","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2591694","2630450","2573326","2520189","2457271","2481237","2515992","2517218","2525045","2551704","2585035","2633108","2623926","2658274","2674080","2662165","2653642","2650409","2681978","2672080","2683556","2686049","2710897","2718461","2724189","2739823","2763962","2762066","2754062","2749141","2722540",
"Slovenia","SVN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","934551","935317","935667","935384","936560","939547","943667","960251","979293","965264","961234","969858","983737","963181","1010627","1019024","1025737","1040308","1036323","1043550","1043795","1022938","1017670","1012930","1017369","1010882","998363","1029046","1037500","1028117","1022650",
"Sweden","SWE","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4743057","4726207","4634624","4533119","4510721","4563353","4556818","4529500","4518355","4544404","4514130","4561650","4578307","4604216","4617014","4688853","4750286","4824500","4891961","4908471","4943074","5001509","5036384","5100683","5143977","5186870","5252218","5337330","5399893","5455406","5477192",
"Eswatini","SWZ","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","221627","230237","238120","245639","253184","260634","266744","273150","279492","285275","290519","295768","299575","302519","304975","306984","310225","313593","317182","320580","323609","327375","331425","335932","340743","345265","353019","360346","367358","374305","369124",
"Sint Maarten (Dutch part)","SXM","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Syrian Arab Republic","SYR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3509435","3642950","3768961","3925684","4080891","4245816","4340612","4431265","4521998","4697802","4865205","4964968","5055714","5133453","5154998","5195625","5321071","5469455","5693700","5653165","5768644","5757902","5668055","5536735","5402002","5292804","5201252","5148826","5147953","5224030","5165789",
"Turks and Caicos Islands","TCA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
