String / string group: ['circular economy']

titles
year;number of occurrences;corresponding docdb family IDs

abstracts
year;number of occurrences;corresponding docdb family IDs
2012;1;{45424723}



String / string group: ['re use', 'reuse', 're using', 'reusing']

titles
year;number of occurrences;corresponding docdb family IDs
2011;30;{43910786, 44318598, 44114567, 43531787, 44071954, 44653714, 44146072, 44353176, 43786140, 44354979, 43877284, 44903844, 44903845, 47176106, 44369196, 44652085, 43437247, 44065730, 43526352, 44786899, 44904024, 43900383, 43568223, 43650018, 44067045, 43844582, 43794922, 44168311, 43431801, 44914554}
2012;39;{47296258, 45441032, 45564301, 45464590, 46271374, 46672784, 47177485, 46145565, 45002656, 46767651, 46797731, 46383272, 46794920, 43743532, 46313900, 46471345, 46794933, 46548535, 47295672, 47907897, 47295681, 45496388, 44789448, 46084040, 45493071, 45530453, 46672605, 47139806, 46243937, 46334439, 46929384, 45772908, 46929647, 45526000, 46827888, 46605176, 45526006, 45526008, 46605178}
2013;35;{47911042, 48472838, 48983942, 48817160, 49514760, 48534797, 48013589, 47506710, 47915030, 49259161, 47831455, 48962850, 49136547, 48469292, 46829879, 45023544, 47295162, 48902330, 47753792, 48043328, 48043329, 48105667, 47172549, 48721742, 47827792, 48864732, 48981725, 49624028, 49327840, 49383394, 47837411, 47742704, 47601012, 48899833, 48612859}
2014;32;{50273798, 50934926, 51850383, 49111192, 50543258, 50181920, 50544804, 49883176, 51523499, 49913388, 50278446, 51206191, 49917617, 51657655, 51490884, 49956041, 51192015, 51911504, 52021841, 52086991, 47425237, 50231002, 51769819, 50068700, 50488423, 51350119, 51484648, 51484649, 50880235, 51897959, 49679470, 50977919}
2015;28;{53399178, 53866763, 51212815, 53681554, 54766360, 51660443, 52529824, 53043235, 54239400, 53125936, 52688955, 48875461, 53337670, 53503306, 53681230, 53877583, 53877584, 54767568, 54168146, 54931281, 54934864, 53092698, 54844399, 52146163, 52161012, 52738170, 52155517, 54766206}
2016;32;{55630594, 58088450, 55608457, 56816268, 53476753, 57135761, 57217557, 53783704, 56149020, 55651868, 55532828, 55077533, 55549859, 55302826, 55302827, 56872879, 55552304, 56614449, 56745138, 56879156, 56365110, 58161023, 55376964, 56165325, 55537233, 55722971, 55250285, 54540912, 57087990, 55886202, 54035322, 56798719}
2017;41;{60097027, 60202755, 60081541, 58905992, 59289101, 59118990, 58601490, 58188822, 57810458, 59326875, 58488350, 59434151, 58988841, 59145643, 58762286, 59147957, 58239542, 59190581, 59998396, 59228611, 58340548, 59476932, 60788419, 60227015, 59851080, 60477641, 60577992, 56567372, 58100300, 58843726, 59398477, 59148114, 57853783, 60382689, 59635170, 57834217, 60644594, 58418292, 60597494, 58276862, 59499391}
2018;51;{64140536, 61140225, 61129474, 63919494, 62487687, 63596680, 63792909, 64272784, 64567573, 63843738, 63049116, 63674268, 60988960, 61069472, 64279074, 63038638, 64016815, 61246384, 62839856, 64105012, 63096886, 62955321, 60787130, 62975673, 63253051, 63263673, 63108031, 62176704, 61876932, 61256531, 63198164, 62023127, 61788888, 62568026, 59054043, 63865946, 62171742, 61246942, 60951136, 63632478, 63191651, 63594084, 62023015, 62478441, 63795183, 62491894, 63713528, 63674617, 64098682, 64274043, 63011710}
2019;71;{65464577, 66819970, 66246410, 67369226, 66282510, 65051407, 68551312, 68576273, 67991058, 68616211, 67569687, 65276184, 68727833, 66885275, 66244636, 65362974, 65524896, 65408930, 65040931, 65671971, 66049188, 67493415, 66302249, 66335401, 66971049, 67218345, 68419627, 68856236, 65812271, 67951023, 67365426, 66246325, 64557110, 67301433, 66334267, 65655870, 66943552, 65809989, 65526215, 66458695, 66696649, 68140743, 67066571, 64267596, 66820940, 68291020, 65799375, 66865743, 67987408, 66538707, 68982874, 68983643, 67909727, 65717984, 67255008, 66631522, 67908577, 66408292, 61691493, 65068646, 65411813, 68325727, 68336864, 65994477, 67063920, 65352305, 62091762, 67487476, 68062199, 67064186, 66397051}



String / string group: ['durable', 'durability']

titles
year;number of occurrences;corresponding docdb family IDs
2000;2;{22359701, 26850710}
2001;1;{23749114}
2004;1;{32866164}
2009;1;{40935698}
2010;1;{42246022}
2012;3;{45994531, 45894342, 45697678}
2013;1;{48669677}
2014;3;{48795640, 49949155, 51733476}
2015;1;{54196041}
2016;1;{57588510}
2017;4;{59357736, 56889217, 59089580, 60269535}
2018;2;{64508498, 62868767}
2019;2;{60190538, 68512523}

abstracts
year;number of occurrences;corresponding docdb family IDs
2000;9;{27528998, 19574247, 19593128, 23385865, 16857324, 26810864, 26850710, 19576152, 15614300}
2001;11;{27529121, 27337381, 24234088, 16594410, 23387243, 27347372, 18100685, 18578734, 27331215, 17085622, 18664346}
2002;10;{18729025, 19711587, 18810984, 27482316, 27500431, 18976304, 24965967, 18723442, 26603311, 29716410}
2003;8;{27482336, 27348002, 29721380, 27736526, 19107251, 28457237, 19111835, 27347036}
2004;18;{32040448, 33475223, 32905385, 31197353, 33296074, 29774127, 32063569, 32866164, 31973077, 32030806, 31982135, 32911416, 32044629, 32321623, 32467995, 32906004, 32462909, 32984671}
2005;17;{35097922, 35510019, 35124966, 35394438, 35241960, 36099594, 34208971, 35425708, 34191085, 34456846, 35425709, 35425711, 36928880, 34225426, 34131605, 35056026, 35064091}
2006;16;{37510240, 35771076, 35785284, 36673348, 36793159, 37073351, 37308073, 35732652, 36099822, 36059887, 37431283, 37431284, 36793113, 36228699, 36314268, 35786045}
2007;16;{37895585, 38067137, 38071653, 37855560, 38005865, 38655353, 37016267, 37899660, 37899661, 37962475, 38831688, 38655602, 37697460, 38563673, 37674329, 37950590}
2008;19;{39689856, 39510017, 38926214, 39500039, 39401739, 39996059, 39943470, 39364655, 39411763, 38896826, 39584443, 39795004, 39462471, 39517397, 40049369, 39297642, 39808366, 59846907, 39608575}
2009;20;{40591106, 40225544, 40935698, 40534547, 40624025, 40305052, 40834461, 40952229, 40952231, 40467635, 40591157, 40363190, 43588162, 40092747, 40408014, 41684178, 40997592, 40139227, 41444587, 41549804}
2010;29;{42287619, 42246022, 40756487, 42562190, 42395411, 42730132, 43354644, 42287906, 41213481, 42541617, 41724993, 42106434, 42710085, 41198537, 42561739, 43362515, 51358292, 42316373, 42665691, 42977628, 43359197, 43359198, 42287847, 42728169, 42266608, 42732018, 42266611, 42266613, 42542079}
2011;46;{43628160, 43413636, 43216389, 44318852, 45348751, 43627412, 44367764, 43925783, 44146712, 44243610, 43064604, 44914462, 42735228, 44069152, 44166944, 45347875, 44752676, 44914464, 43544232, 44787630, 44912056, 43627450, 44972730, 45115835, 44711487, 44454081, 43534274, 44145605, 44646351, 43826131, 44305748, 43259862, 43876054, 43970780, 44656860, 43795810, 43902819, 43412848, 43922032, 44062321, 44247536, 44011508, 44260725, 43544054, 43875963, 43778428}
2012;73;{46457474, 45527555, 46638725, 47072391, 45831304, 46148744, 44533899, 46640012, 45993741, 46758285, 47006607, 45938067, 45873555, 45559318, 44503583, 45470753, 45559332, 46815268, 46172074, 47260075, 47142574, 47041583, 47068336, 46602417, 47216943, 47216947, 46048053, 46757685, 45975607, 46235449, 46688826, 47216955, 46602621, 43630014, 46092480, 45935810, 45894342, 46965575, 46577614, 46056401, 45723091, 44503635, 45770965, 45996500, 47261908, 47362133, 45934427, 46383323, 47423070, 46879839, 47176673, 47176674, 47217256, 47217257, 47259371, 42829548, 46930669, 46720622, 46720623, 46188784, 46929649, 45567730, 45567731, 46401011, 45441141, 46162550, 47217266, 45493880, 46145529, 46581243, 45527293, 46544382, 47422699}
2013;68;{48192256, 49631490, 47664135, 48043788, 47756045, 49300622, 48043789, 48288653, 48140689, 48697996, 49116174, 49388303, 49461138, 48289942, 48905366, 49161112, 47437081, 47744156, 48667934, 47914911, 49482782, 49673120, 48915106, 49623718, 47323945, 48799405, 48873645, 49260591, 49327537, 49514289, 49621937, 48947764, 48022581, 48535222, 47629115, 47746496, 48464705, 49179204, 45654982, 47998278, 49384523, 48612303, 47428945, 47827793, 48524241, 47756246, 48697558, 48697560, 49117018, 48697566, 48905055, 49117022, 47742689, 47605602, 49259487, 49623646, 49156967, 49116520, 49768558, 47558641, 49179124, 49005173, 48993014, 48427255, 48947706, 48947707, 48520957, 52462079}
2014;80;{49783299, 51391495, 49111048, 51390990, 51428366, 51152914, 49911828, 51747356, 51536933, 51386920, 51623987, 50387512, 51536441, 50183231, 50956359, 51623502, 49033817, 51624547, 50977892, 50388091, 50479740, 50268814, 50732189, 48040095, 48288937, 52104873, 51696299, 50434736, 50237105, 49881779, 51789499, 49679555, 50269396, 51867349, 51624670, 50892003, 52455151, 51867386, 50910978, 50284803, 50626821, 49585418, 52017424, 51933457, 51132692, 50182425, 50408222, 51021087, 49783085, 51988786, 51988787, 50319161, 52022082, 52022083, 50036548, 52022084, 52022086, 50319181, 50237286, 50186609, 51624820, 50684798, 51569544, 50183563, 52676015, 51488177, 48914359, 51624385, 51061189, 50910678, 50252248, 50147802, 51733476, 51428329, 51164655, 50066417, 49674233, 51021308, 50544637, 50387455}
2015;81;{52484096, 54479371, 54479372, 53386766, 52582927, 51492884, 52585492, 53681688, 54250008, 54556705, 51211814, 54322729, 54322730, 52346412, 50023483, 54195268, 54195786, 53477968, 51626065, 54839895, 54261853, 54287970, 53192803, 54287971, 52994664, 53545608, 52828302, 52689054, 52784800, 53264549, 52279974, 53198513, 52993207, 54071486, 54361799, 52630216, 53266124, 54194380, 52004046, 54481634, 52777190, 51743471, 54018290, 52813044, 53267205, 53267207, 52023560, 52346138, 52440863, 54287656, 53523771, 51794748, 54479678, 53681477, 53173063, 54196041, 53040460, 51795796, 54194523, 53200228, 52431720, 52431723, 52778868, 53681016, 53372280, 53681021, 53681024, 53790081, 54833034, 54007179, 54061460, 53378982, 52574125, 54143921, 51610045, 53389245, 53182940, 53182942, 52827616, 54432230, 52692974}
2016;98;{55458825, 55653901, 57248278, 55177763, 53938213, 55350830, 53900854, 53887034, 56434234, 56886845, 56543807, 57516099, 55792711, 53938253, 56149591, 56149593, 54850138, 57353829, 55860848, 57135736, 55486073, 57585277, 56937597, 55761024, 55630982, 55585416, 55954070, 56026264, 55631001, 55532187, 56102557, 53969055, 55399583, 56937636, 56091815, 56919721, 56026284, 55857838, 56126129, 56126130, 56126131, 56126132, 56126133, 56126134, 56126135, 56126136, 56126137, 56126138, 56126139, 56920248, 55459016, 55808212, 55857882, 56888544, 56365798, 56084204, 57199345, 56851192, 54199039, 55789835, 55990544, 56920336, 57244432, 55746838, 57005846, 57588510, 57320230, 56888617, 56026930, 57452852, 55801156, 55632197, 57399109, 55792457, 55801163, 55801164, 55532883, 55857497, 56498521, 56978272, 56079724, 56092019, 57199479, 57454972, 55962496, 56975757, 56689047, 51866018, 56978852, 57467301, 56552870, 54848444, 54866877, 55455679, 55867356, 54850023, 55016430, 56543740}
2017;88;{59685392, 58187798, 58046487, 57685020, 60330528, 59357736, 59814440, 58239023, 58386488, 60041796, 59679816, 58423890, 57684051, 59362386, 58495071, 57884773, 58104426, 59855984, 58797178, 57017982, 59630211, 58637445, 60297875, 58423957, 58386587, 59650210, 59899556, 59361963, 60578484, 58694838, 60746946, 57018052, 59224787, 58559190, 60664023, 60664024, 57685724, 58426601, 57890538, 58488045, 56738033, 59685115, 59225344, 58288387, 57775878, 58288902, 60920582, 55404810, 58288911, 54703889, 58695441, 58100499, 60042523, 60746526, 58224944, 60578609, 58556732, 59353923, 59897173, 57996126, 58043231, 60044129, 56939886, 60411765, 60001143, 58283395, 58640272, 57945490, 60423063, 56571291, 60578211, 58049444, 56939945, 60578218, 55129522, 59313594, 59895740, 59310525, 58386399, 58494943, 59799008, 59089890, 59624932, 58500077, 58405358, 59685357, 60119540, 59686394}
2018;82;{62707712, 63169536, 63675904, 62106122, 63581215, 63695392, 62630968, 63864898, 61912647, 59772489, 64456265, 61162062, 64508498, 61759063, 63250529, 61560427, 60953721, 62195838, 62024836, 61690513, 62843539, 59101335, 59101336, 62202012, 59761822, 62561957, 64395429, 61831343, 61618869, 64458937, 63852734, 61163205, 64274120, 62023374, 63576789, 63677149, 63677152, 61280993, 63675618, 63855841, 62240499, 61166852, 64460552, 63971603, 62626074, 62711066, 64480550, 62491431, 64480552, 63790377, 61000491, 61692207, 63169336, 64480571, 63916859, 64480573, 63447357, 62768447, 61660485, 61757254, 62627663, 65008485, 61309288, 61162346, 63712618, 61831025, 64669041, 61688187, 58158985, 64659340, 61240721, 64660888, 62076321, 56615888, 63676368, 60910554, 61558752, 64743392, 64096743, 60785134, 62240239, 61726205}
2019;58;{68171776, 68163201, 65494018, 65635075, 66101378, 67982852, 65019910, 66948999, 66100615, 68540162, 66886922, 67301514, 65011980, 66538765, 68512523, 68061455, 67624976, 68983690, 65631780, 66379685, 66672549, 63833895, 68616357, 67479722, 68615722, 65633969, 67214200, 68917246, 68236983, 68385215, 67479745, 68619074, 68105415, 64650316, 66675916, 66438481, 65229013, 65902297, 60515163, 65811164, 66977120, 65901156, 65724005, 68615653, 68696806, 63578984, 65271144, 66533354, 68697317, 68052973, 68061551, 68239605, 66751606, 68982647, 65638776, 67985659, 65633917, 68207358}



String / string group: ['metabolism', 'metabolic']

titles
year;number of occurrences;corresponding docdb family IDs

abstracts
year;number of occurrences;corresponding docdb family IDs
2017;1;{59275233}
2019;1;{68095962}



String / string group: ['crade-to-cradle']

titles
year;number of occurrences;corresponding docdb family IDs

abstracts
year;number of occurrences;corresponding docdb family IDs



String / string group: ['closed loop']

titles
year;number of occurrences;corresponding docdb family IDs
2004;1;{32507732}
2007;1;{37499891}
2011;4;{44925145, 42792996, 42543245, 44626654}
2014;2;{50828032, 51022159}
2016;2;{57248625, 54601585}
2017;5;{59387232, 59788806, 59256145, 56959061, 56959062}
2018;1;{63524490}
2019;1;{64940987}

abstracts
year;number of occurrences;corresponding docdb family IDs
2000;4;{22699903, 23247502, 23246422, 19574247}
2001;2;{24123736, 24245319}
2002;3;{7665274, 26947086, 27363527}
2003;1;{27800296}
2004;4;{33104208, 31895659, 32507732, 33396037}
2006;1;{37396178}
2007;1;{38737090}
2008;4;{39888752, 39690339, 40192629, 39208047}
2009;3;{40912435, 41136532, 41454580}
2010;3;{43508729, 40935506, 43223189}
2011;5;{42792996, 43528331, 42543245, 44030577, 43729783}
2012;4;{46319680, 47174409, 46720626, 45895932}
2013;13;{49625952, 47137698, 48085509, 49368582, 47712139, 45953297, 49290354, 49291729, 47506197, 49042424, 46852190, 49625915, 47137694}
2014;8;{50828032, 50236195, 47624259, 50307641, 51022159, 51563344, 49212569, 50529882}
2015;8;{54766272, 50289732, 54698679, 53482990, 54063633, 54191701, 53524343, 54839675}
2016;12;{51383557, 56542790, 57004551, 53783692, 55064144, 54199665, 54601585, 57248625, 54866292, 55582196, 55027767, 55696858}
2017;13;{59066528, 59387232, 59788806, 60466438, 58017903, 59090256, 59256145, 59788464, 57834131, 59885457, 59078135, 54359672, 58188795}
2018;9;{61073828, 61938470, 61635244, 58159311, 60990644, 59383636, 62624890, 61972477, 61301887}
2019;10;{68294888, 66859081, 66867146, 65496747, 67065002, 65000751, 68062199, 64940987, 63209373, 68540447}



String / string group: ['decoupling']

titles
year;number of occurrences;corresponding docdb family IDs
2009;1;{40638138}
2010;2;{41463853, 43355646}
2012;2;{44503442, 44503758}
2013;2;{48446253, 47901949}
2015;2;{52808137, 51753237}
2016;1;{53540752}
2018;3;{61082337, 60937739, 61557173}

abstracts
year;number of occurrences;corresponding docdb family IDs
2000;1;{26907458}
2001;2;{7644145, 26587615}
2002;2;{7686329, 7673869}
2003;2;{25511000, 36934160}
2005;1;{34964642}
2006;3;{34959936, 37070436, 36154808}
2007;2;{39456337, 37809684}
2008;1;{39256074}
2009;3;{40315521, 40898978, 41061826}
2010;4;{41543528, 41463853, 43355646, 42072935}
2011;4;{44195772, 43974396, 41310014, 43604758}
2012;7;{44503758, 44503442, 66810611, 46458004, 44486069, 45769049, 46151135}
2013;12;{46851425, 48797057, 47429765, 48446253, 47594703, 49621937, 48483092, 49581109, 46021975, 44936155, 49029500, 47901949}
2014;3;{51792065, 51618298, 51134278}
2015;13;{53055009, 52144642, 52738216, 52808137, 53484840, 52279404, 52994575, 51205489, 53266130, 51753237, 53275639, 49955928, 51753241}
2016;9;{56848675, 55065062, 56410632, 57320328, 54145770, 54782676, 57197941, 54365272, 56107903}
2017;5;{57354155, 56363660, 55794991, 59686608, 60411730}
2018;8;{61082337, 60941733, 63797656, 61557173, 57396376, 61600250, 62839165, 61972543}
2019;4;{65808601, 64893027, 65808603, 66349311}



String / string group: ['lifecycle', 'life cycle']

titles
year;number of occurrences;corresponding docdb family IDs
2002;1;{24903815}
2004;1;{31985932}
2013;1;{44905447}
2016;3;{58488642, 52589187, 55653389}
2017;1;{55405125}
2019;2;{66696640, 67805873}

abstracts
year;number of occurrences;corresponding docdb family IDs
2001;2;{19620888, 19643866}
2002;2;{19685922, 27613917}
2003;3;{19711994, 19169453, 29730006}
2004;2;{32318497, 32654950}
2005;3;{36480841, 34225426, 34056891}
2006;1;{36588239}
2007;2;{38557875, 38285919}
2008;2;{39272940, 38985487}
2009;3;{40468090, 41016579, 40853565}
2010;2;{43219400, 43356926}
2011;3;{43608666, 45359652, 45098542}
2012;7;{47260094, 46587889, 46482230, 45770967, 46233176, 47423037, 46491422}
2013;9;{49550886, 47992554, 48573871, 48428944, 48663217, 49514543, 47506710, 49136471, 47146264}
2014;13;{52453349, 48538054, 51223270, 51744710, 51883271, 50150122, 53004683, 51744172, 47790064, 51992945, 51021776, 51788690, 51537086}
2015;13;{53403138, 54355874, 52390762, 54009357, 53523055, 52813328, 54067183, 53443249, 53199411, 53778100, 53609237, 53883095, 52809947}
2016;6;{55455680, 57198561, 55455681, 55526599, 55438352, 57451327}
2017;10;{60578818, 60944067, 59176131, 59332581, 58100391, 60160745, 60141214, 60115572, 58778172, 58994462}
2018;2;{60992809, 60992534}
2019;5;{68362497, 65439746, 68515085, 68622523, 66647295}



String / string group: ['downcycling']

titles
year;number of occurrences;corresponding docdb family IDs

abstracts
year;number of occurrences;corresponding docdb family IDs



String / string group: ['end of life']

titles
year;number of occurrences;corresponding docdb family IDs
2002;1;{24483631}
2006;1;{35151651}
2010;1;{42107114}
2011;1;{43127178}
2015;1;{53520444}
2016;2;{59030698, 55017724}
2017;2;{58632534, 60422999}
2018;1;{62683383}
2019;2;{68135979, 67067740}

abstracts
year;number of occurrences;corresponding docdb family IDs
2002;1;{25329767}
2003;1;{27784800}
2006;1;{35151651}
2008;2;{39154969, 39717922}
2009;2;{40974410, 41058565}
2010;1;{42107114}
2011;2;{43127178, 43527802}
2012;2;{46233546, 46930935}
2014;2;{51579675, 51536509}
2015;4;{51842692, 49117788, 52827878, 53520444}
2016;4;{59030698, 55017724, 55129813, 56094125}
2017;2;{60156766, 60422999}
2018;1;{62683383}
2019;2;{65015080, 67067740}



String / string group: ['upcycle', 'up cycle']

titles
year;number of occurrences;corresponding docdb family IDs

abstracts
year;number of occurrences;corresponding docdb family IDs
2018;1;{63937787}



String / string group: ['extended producer responsibility']

titles
year;number of occurrences;corresponding docdb family IDs

abstracts
year;number of occurrences;corresponding docdb family IDs



String / string group: ['technical nutrients']

titles
year;number of occurrences;corresponding docdb family IDs

abstracts
year;number of occurrences;corresponding docdb family IDs



String / string group: ['renew']

titles
year;number of occurrences;corresponding docdb family IDs
2002;1;{11446075}
2005;2;{34859086, 37115879}
2006;2;{39364784, 34952083}
2007;2;{38372098, 38320371}
2008;2;{39596264, 39357438}
2009;5;{41378918, 40548912, 40787736, 40297209, 40751165}
2010;5;{42559299, 42316104, 44483274, 42396372, 43037367}
2011;12;{44152225, 44626532, 43534277, 44022982, 43530378, 45095695, 44142128, 43920817, 44735667, 44096438, 44650169, 45032505}
2012;6;{45994755, 47188796, 45889169, 46879537, 46544764, 46065086}
2013;8;{47753764, 46001388, 46640114, 44719795, 48192882, 49688179, 45540760, 46420093}
2014;8;{49054785, 51868716, 50099601, 49510035, 50605975, 51639928, 50065721, 50029727}
2015;8;{54324169, 50683725, 52144400, 54193398, 53479479, 54606070, 54700062, 53542495}
2016;5;{57005961, 53776721, 57239985, 52444056, 53785755}
2017;12;{57684101, 57206406, 56194310, 59561830, 57685289, 60221193, 57832366, 59057870, 58283187, 57867575, 59091323, 55072508}
2018;7;{62782856, 63107147, 62598253, 64017182, 64632047, 62075643, 62783518}
2019;6;{67846246, 67038027, 66165296, 68053940, 63405469, 65015039}

abstracts
year;number of occurrences;corresponding docdb family IDs
2000;1;{27337611}
2001;2;{16240516, 18614279}
2002;2;{26605546, 11455974}
2003;2;{27797595, 19040220}
2004;1;{31986790}
2005;2;{35449660, 37115879}
2006;3;{39364784, 34952083, 36953164}
2007;2;{38320371, 38256212}
2008;6;{39667205, 39596264, 39535982, 39580401, 39467900, 39995613}
2009;10;{40568097, 41377538, 41378918, 40479499, 40548912, 40642320, 41061430, 40793239, 40751165, 40452223}
2010;16;{41610976, 42312316, 42559299, 44483274, 41726571, 42514156, 42730139, 42377647, 43309264, 43414611, 41112701, 43037365, 43037367, 41258139, 40278908, 40785597}
2011;44;{44735489, 44150019, 43530378, 44150027, 45095695, 43629210, 44673306, 44195742, 44367526, 44319400, 44142122, 44712363, 44142124, 44142128, 43805746, 44735667, 44096438, 44071737, 45032505, 43304637, 43301952, 43301953, 44060866, 44022982, 41572557, 43969614, 44306896, 42788433, 44833747, 43991254, 44081366, 44559834, 44306908, 44400220, 43479134, 44195678, 44626532, 44125671, 43544177, 44319345, 43836532, 44509562, 44306684, 42670590}
2012;24;{45994755, 45811597, 45889169, 45466390, 46312999, 46929706, 46879537, 45795379, 46315832, 47188796, 46065086, 47423166, 45401157, 47288649, 45924567, 45509848, 43416667, 47040990, 44773990, 44674022, 46752871, 45655274, 46797935, 46544764}
2013;35;{48884743, 49714696, 48610953, 45954444, 48784783, 48467602, 45540760, 47501216, 49116327, 47601836, 48611760, 48051377, 44719795, 48437947, 45655740, 47890497, 48625742, 47627479, 49212124, 47745757, 48467165, 48982878, 48289633, 48549729, 49222499, 48084580, 47912293, 48571369, 46001388, 48874604, 47742702, 46640114, 49688179, 49260024, 46420093}
2014;40;{49915906, 49997955, 49989894, 48771338, 50841742, 50476816, 50099601, 49510035, 50099606, 50605975, 51391896, 48521113, 50555162, 50029727, 49683747, 51868716, 50731437, 51020463, 51214647, 51261879, 47624125, 50399683, 51490884, 49916614, 50150214, 52021841, 51490902, 51353559, 50884952, 49033819, 47997665, 51166690, 49830500, 49510504, 49949033, 50143594, 51299310, 48521071, 51639928, 48916095}
2015;23;{53621127, 52144400, 54323606, 54070042, 52665754, 52301211, 54393009, 53479479, 52440505, 54766266, 52993468, 53679551, 53543488, 53493957, 54324169, 50683725, 52279380, 54191705, 53542495, 54768095, 49955303, 53913847, 51212797}
2016;27;{57005961, 53442445, 56887314, 52444056, 53785755, 55886879, 56291490, 56013616, 57239985, 56387381, 57393078, 55761602, 56979911, 53776721, 56918866, 55350355, 55350356, 55350357, 55633495, 53059164, 52002912, 56047594, 53758315, 55085551, 51228403, 56878585, 51663101}
2017;44;{58159874, 58764163, 56194310, 60325511, 56117769, 59743626, 60221193, 58422806, 58056986, 55650465, 59787681, 59789091, 57890469, 57685289, 57832366, 63713071, 58557232, 56289331, 58283187, 59089333, 57867575, 58635328, 59089347, 59089349, 55913672, 60943690, 59057870, 56178255, 60205648, 57835089, 59625682, 59743571, 58050391, 60664929, 54145762, 58488163, 56737892, 72708961, 59561830, 58099304, 59685360, 59789170, 59959544, 55072508}
2018;43;{62619776, 63355904, 62782856, 63523977, 61148045, 61690513, 60051350, 63103897, 64565021, 62783518, 61619103, 64560545, 64278828, 63674797, 62705711, 63369775, 61147189, 61192247, 63585595, 63675195, 62195517, 63481540, 62528837, 62599753, 63107147, 59101518, 58488785, 64640849, 59791191, 60570201, 61655775, 67070304, 63254013, 62068198, 59997290, 64632047, 57680368, 63107442, 63042551, 64564346, 62075643, 61245564, 61015293}
2019;32;{68238850, 65722243, 65527557, 61965833, 66994442, 68695306, 60480270, 63405469, 67808417, 66380066, 63407144, 66977450, 62715952, 66165296, 67023284, 65631671, 59969213, 67301183, 63405120, 65015746, 66327754, 65631705, 68325727, 64951138, 66826083, 68983017, 67842160, 65900403, 66539636, 67214323, 66104571, 65015039}



String / string group: ['green']

titles
year;number of occurrences;corresponding docdb family IDs
2001;3;{25587875, 25587876, 4551717}
2011;2;{44649842, 44367526}
2012;2;{46050969, 46887175}
2013;2;{48464881, 46829879}
2014;5;{51517793, 51061606, 50385964, 51016270, 50278196}
2015;3;{54454854, 53367417, 52994654}
2017;7;{60482084, 59848230, 57834705, 59685270, 59686233, 59685242, 57731228}
2018;5;{64692997, 61619109, 63096886, 62109785, 62244541}
2019;2;{63407144, 66995557}

abstracts
year;number of occurrences;corresponding docdb family IDs
2000;3;{7900329, 23166130, 14014205}
2001;6;{25587875, 25587876, 24046276, 4551717, 26545712, 26502806}
2002;2;{18921503, 4649735}
2007;5;{38122819, 37817254, 37817256, 37712110, 38238478}
2008;2;{39011680, 39230886}
2009;9;{40531938, 40974403, 40482343, 40511819, 40932016, 40626930, 40340118, 40678423, 40577980}
2010;4;{43222380, 43084857, 43084860, 41785575}
2011;10;{44114944, 44367526, 43854316, 44815246, 43466833, 44146425, 43454875, 44306684, 44476765, 44746783}
2012;15;{45044356, 46887175, 47360973, 45889166, 45892783, 47055260, 46293403, 45810550, 45695512, 46050969, 47009466, 45772731, 46926332, 45567486, 48001628}
2013;10;{49669089, 48043721, 47883114, 47505968, 47505969, 48429362, 48801588, 46829879, 48084569, 49560251}
2014;11;{51843904, 51517793, 48289348, 51061606, 50544361, 52004937, 51016270, 49766034, 50278196, 50956628, 50184279}
2015;7;{54454854, 54578118, 54578155, 54844399, 53367417, 52133819, 52994654}
2016;9;{53177608, 55331400, 55630218, 56047594, 57848138, 56629468, 56301334, 56621655, 55645692}
2017;20;{59499908, 59343240, 60707087, 60161553, 60044309, 59685270, 57731228, 58595749, 59848230, 59412528, 58277306, 60180285, 59091390, 59091397, 59966405, 57835089, 60180179, 59686233, 58990700, 61229170}
2018;13;{61619109, 64002533, 56737991, 64692997, 62557739, 60409456, 61970001, 63096886, 63583671, 62109785, 63780092, 62244541, 62627166}
2019;11;{66819970, 65040931, 65153926, 67395594, 62916620, 68769647, 68651633, 64650328, 68618842, 67635611, 64740702}



String / string group: ['hydrogen']

titles
year;number of occurrences;corresponding docdb family IDs
2000;27;{26331659, 22739344, 26580369, 18393373, 12253983, 16089760, 15741090, 15837092, 15895849, 22375081, 22496681, 18452917, 12523574, 14269878, 15895865, 19575741, 16781506, 15862351, 22312020, 19569882, 16443747, 13363816, 23116904, 5278958, 26446706, 26052596, 14235007}
2001;33;{18591110, 17118858, 27329939, 19620888, 24299803, 18560413, 8850845, 19618847, 26589482, 18466868, 18598455, 19631161, 18675261, 7638461, 19638336, 18566980, 16392903, 26524615, 18100685, 27324621, 26587983, 26521681, 19671634, 18620755, 7913044, 26581845, 9549014, 15977698, 16594410, 17005546, 23736814, 17435376, 26588285}
2002;17;{19013281, 18919746, 18993058, 18919174, 18905127, 18957479, 18687657, 18696393, 18977226, 24472523, 18961613, 27344394, 25507829, 28676022, 8853464, 27344380, 19703103}
2003;15;{25544995, 27347940, 27762088, 28793597, 29732426, 31189291, 23278956, 28791980, 19143536, 19027729, 19189204, 19187062, 19187511, 19188317, 19188318}
2004;12;{32716292, 32677256, 30770140, 32708364, 31937294, 32092815, 32905745, 32775156, 33296695, 33039099, 32707036, 32984668}
2005;11;{34792482, 34277732, 34653573, 34879373, 37669133, 34824243, 34131605, 34554714, 34103035, 34193564, 34201661}
